days_past_due,outstanding_amount,number_of_contacts,previous_late_payments,promised_payment_amount,broken_promises,months_on_book,last_payment_amount,further_delinquency
141,5411.201699676803,5,5,446.1447925665375,0,11,46.32179872823451,1
149,3340.5120139151686,6,2,1217.1738072192643,1,27,0.0,1
126,8937.895952267401,4,2,538.906963096622,1,49,390.24881072191965,1
136,3212.132971623023,2,2,683.6696617698477,0,29,364.0777708277079,0
46,100.0,3,3,1349.3528508988811,1,20,269.6668837875273,0
104,1095.6291699113572,2,1,1394.9231525338787,2,8,372.3624446827337,0
135,1286.1098815254031,3,1,1647.5366633350448,2,47,721.8645882860067,1
151,4209.9557791300185,2,4,586.0355913931276,1,13,369.4053912104792,0
86,5648.198100707973,2,1,687.345809168015,0,8,707.6079231957901,1
150,5161.401310025874,3,1,870.5588149323405,2,55,872.2475330800308,1
89,6382.726993076062,3,2,1162.3863317504415,1,19,726.6066414800146,0
22,4243.159927847958,2,2,884.0905769880454,1,33,435.9794605183847,0
92,4349.279015778091,1,2,731.4413601985741,1,53,371.68067080138,0
29,10255.57992290606,2,1,1090.457764358874,0,56,891.4104240526594,0
13,8616.07271378263,7,3,1426.1887095579757,4,41,1000.1558920929376,0
2,6224.901445713693,3,3,539.4471874092212,2,39,593.4158945154187,0
29,7750.011427031681,1,0,1357.4436703080255,2,24,742.065931414128,0
27,100.0,4,2,1735.39903079158,1,33,686.056244285611,0
50,2532.3841432536774,2,1,984.5085193943715,1,50,304.7946086551203,0
95,3703.3894579835887,1,3,1708.3627939796145,1,49,535.5151535782652,1
151,2567.702113942988,5,2,573.427049843571,4,36,608.0860172599001,1
88,362.7880735744175,2,2,108.90906646449832,1,3,911.401933035908,0
44,6261.63140769737,0,1,1450.4381719208004,1,3,454.5238752204853,0
22,9157.24327785386,1,1,1778.3368259190006,1,53,146.2626206817758,0
171,4961.570831001931,3,1,715.496038497662,0,1,456.0142387458281,1
165,6944.54613690196,1,3,1231.3731225657311,1,27,444.7349348560434,1
97,4872.398138037308,2,1,1147.0281502260011,0,39,274.7300685550541,1
3,3675.083570969782,2,2,0.0,3,35,804.1622771895251,1
118,7757.589677053169,4,2,1803.474828332705,1,49,827.6436517974147,1
19,715.4271775772777,3,0,734.0749784661286,2,34,0.0,0
23,100.0,2,2,1655.1883841154224,0,51,882.4176060954707,0
157,673.1005342687358,1,4,1724.5852105129484,0,26,590.2763632589276,1
30,7560.763934828265,1,3,1259.3902631533788,2,48,531.6733278192102,0
39,5261.633320658262,2,0,576.5853559344316,2,44,650.6369116271405,1
108,6129.61393774036,4,2,1598.3140286296818,0,31,0.0,1
111,10030.768980372646,1,1,1170.0399321943678,2,28,357.2485397567781,1
25,1509.980976346546,4,2,653.5096666700549,0,36,704.9428683192998,0
128,8612.511107491604,5,3,556.3550942951478,1,16,661.9210395489387,1
111,3811.026757554113,6,0,429.7057282731239,1,45,398.0057784081457,1
136,3354.9173742597845,3,4,376.38073289671263,1,20,516.4616674429473,1
106,5243.661131754811,5,3,799.2381634304429,0,9,541.1491183296242,0
144,5713.208767039585,1,1,798.3094373948293,2,32,619.7705238258947,1
72,4368.373581280281,3,6,439.29709753359646,0,53,1153.0656761276175,1
129,6830.942903184896,3,6,740.4611449708655,0,1,49.861869660443006,1
108,5255.729230433231,4,1,928.0762503079246,0,1,247.07354328555448,1
5,4402.005149742619,1,0,1590.3571833420692,0,33,501.854282023758,0
3,3751.1475926606568,1,1,639.2144685404123,1,24,640.286323437337,1
132,5715.039397152948,0,1,1297.0682485247826,1,37,513.2749260320194,1
104,930.0265176616836,1,0,1105.508647690542,1,2,210.17660629046327,0
64,1776.6085100600358,5,0,1352.355454003737,3,49,644.804065630401,1
106,3897.649792411456,5,3,812.773273995508,3,30,598.7895984829696,1
98,6634.625179068767,2,2,1042.284207832909,1,57,572.8285206709486,1
10,11428.550371174571,3,0,959.76190501078,1,57,329.2397341978765,0
149,4522.023092349191,1,3,1620.8051990427516,1,18,643.1070435659944,1
128,100.0,4,1,860.2198837610058,0,44,856.5775962226803,1
46,2629.257471103102,6,1,235.32481572188715,0,28,752.2517621630171,1
155,6976.67554877669,6,0,1313.5996874937382,1,15,159.34939078120158,1
66,2089.1536731531573,2,2,1244.3260264531516,0,35,211.73288116504244,1
169,1082.7642263646676,1,1,1230.6367169479704,2,14,723.5013410500662,1
112,6961.006704842236,0,1,990.7639071014622,0,53,318.9031159336839,0
13,6394.640182678739,2,1,1897.4296609785,1,2,127.644018948071,0
137,582.3777717296107,2,3,1075.9015336424136,1,2,324.8455874861245,1
164,2315.019963632957,6,3,1375.6305125172598,0,42,294.4203429716383,1
86,8734.010530452484,6,2,1159.8297553326322,2,24,418.6418876100402,0
90,7558.532810283023,7,2,376.1745435354052,1,48,443.2132272627317,0
58,1407.8854525964666,2,3,1940.25045234451,1,11,0.0,1
54,100.0,3,1,1509.3067215960684,0,19,569.6531527897358,1
12,5805.553747582614,6,2,1148.3468107775109,1,1,642.9049763901213,0
14,4111.79601428381,2,1,684.9650414554585,0,28,543.1440484354057,1
121,5545.225690181214,6,3,1832.9421365260844,0,27,668.5853728832026,1
162,6903.985831531814,1,1,270.7833737027107,2,12,658.8155351636067,1
121,2131.191747811933,3,3,884.6073418543315,0,33,127.41758363133908,1
20,3703.563420242304,4,0,1300.914830664834,1,39,493.31214041561054,1
75,2302.824428882603,3,2,1758.774279649238,1,17,594.7526290855842,1
144,2410.294901058529,1,2,1145.3901322271895,1,51,591.821936830615,0
70,6694.277579973289,6,3,836.0068463013787,1,57,923.711036340948,1
56,5432.2057440332455,3,0,573.7457879329195,0,55,622.5073707651327,0
101,311.1746896677896,4,6,1044.6138642181036,0,46,520.63194133855,1
132,7175.310925749536,6,0,952.2044837136426,2,14,758.7287331102432,1
111,3949.7897762654015,2,2,637.015255205054,1,58,772.9689484647643,1
125,7313.496220483765,2,2,1538.4874541928498,0,51,519.2975661942845,1
132,1955.7858621612872,2,3,961.2278704566112,2,30,894.7594506239092,0
20,2222.935943907108,1,0,798.1447079552894,0,26,554.8807599178309,1
138,5755.136894320004,4,2,668.999549019386,0,16,347.0621508288482,1
24,1710.6197354909757,2,0,640.2075392389808,1,32,779.373599550488,1
154,4175.356487774701,4,3,1560.0799526530077,1,7,287.6591206402185,1
37,1369.7796129221774,0,2,1508.9168371237267,1,24,936.0490868361626,0
54,3825.8908007850496,5,3,1438.5186431041031,0,43,357.8424199504776,1
103,4904.437304585307,0,0,1282.583946490006,1,1,202.15305203275116,0
149,5045.773804702276,0,2,1265.913127558296,1,21,270.63761345280057,1
38,3905.758186200953,2,1,1613.414686563002,2,26,733.7535792427293,1
174,6000.050900954415,8,2,673.1093108893413,1,30,305.79367815399405,1
4,5443.397136536114,3,0,390.2508155083682,2,57,269.5765866507078,1
57,4731.90000878959,4,2,1822.0039194402616,2,26,391.5094558268452,1
173,3122.448401866688,1,2,649.4319548985106,0,43,0.0,1
20,8204.731248735527,1,1,1835.005271938283,2,35,876.4580452608241,1
17,6158.861624697783,2,1,1125.395111018323,0,52,65.30425890049747,1
119,1891.6734083240133,3,3,766.9880591352255,1,57,842.31852490289,1
71,6946.651627071477,4,2,703.0410996249223,0,30,851.8928018367699,0
4,7626.480910858028,4,0,1060.7207506520938,0,38,677.6361803407387,0
14,4755.305722123468,2,2,684.2029362519658,2,39,508.4446326207016,0
3,4954.738021776182,6,1,1024.2251823437523,2,23,475.3512786372437,0
80,100.0,4,2,1259.2902328864227,1,36,988.3953039500656,0
55,2469.676770029826,4,0,1272.1908862667335,1,11,1184.8331451337176,1
132,7531.083249057961,4,2,346.2219049228403,0,50,0.0,1
120,2652.1304053923795,0,2,1384.0554793238812,1,14,718.3764521617269,0
24,4520.474233455874,8,3,1887.92909265124,2,12,413.39985436486336,1
162,2424.1396098027003,3,2,1548.5453032989226,0,30,1158.1487008677038,1
158,5692.446754495191,4,2,787.1910316710224,4,15,580.5031168454595,1
82,6181.227665428675,5,2,1147.8801549865082,2,54,286.51302469526894,0
147,6261.423985205549,6,0,997.456105674204,3,38,241.80447859261648,1
159,1581.917121179897,5,2,611.1619973994968,1,45,482.6243896875867,1
60,5320.10632050966,0,1,639.4128353785588,1,58,0.0,0
147,9729.709283965669,4,0,914.8058624413718,1,25,154.39611398432004,0
49,7245.466215453984,1,3,641.9515739650303,1,3,66.12685765925556,1
63,5279.993708273268,1,3,1338.8916864602077,1,3,0.0,1
110,100.0,2,0,744.1802476400071,1,23,692.6542610936565,1
150,4251.9305656706165,2,3,643.8911149756859,1,46,719.4116611007678,1
152,9939.09674194283,3,3,1016.1544130871682,1,50,773.1216454589905,1
109,8955.820508039296,1,4,1688.3781655511402,2,10,180.0282879228351,1
76,6384.254974359386,4,1,498.36966615571896,2,26,641.9349354660816,1
30,2842.0087637156357,1,2,0.0,0,33,492.8479978612893,0
58,5156.836947336353,4,5,895.4626315430698,3,29,187.729792722406,1
117,7320.442500156577,2,4,1224.0187078861668,2,55,379.3666611421045,1
159,7821.617580887792,4,2,533.4071823569225,2,55,98.74748856494244,1
100,5937.860916937489,3,1,1102.536147483907,2,1,0.0,1
19,7565.11904815295,8,3,910.7609955260132,1,20,244.91828439887323,1
176,4823.922261011481,2,6,1013.4605296031208,0,8,313.4574291187546,1
173,4691.280010728004,2,0,1125.0000495783167,0,40,750.9143169706957,0
94,3623.254934683993,4,4,1175.2086941316625,3,28,289.3853707541531,1
113,6273.6104971049945,4,1,638.4461204340694,0,31,804.015000968197,1
146,8001.020816701466,6,1,1659.301537725212,1,15,842.7426242909987,1
63,7125.331612206457,1,1,1188.706830391303,0,12,551.2199682664262,1
116,1345.8905559436712,3,2,1238.1610403763211,1,55,364.4135492834237,1
113,1506.5770544813704,2,1,2144.181215675971,0,35,197.40463536006865,0
47,8310.919650537393,4,3,1850.213211807633,0,52,236.6169486780568,0
57,5529.718441353327,4,1,1089.585859335527,1,5,704.033070997836,0
118,5646.944454429978,3,2,922.748562483684,0,53,749.680674533652,1
45,5579.343901070075,4,1,1110.644696521335,0,1,398.5726865410702,1
161,10254.918504720692,1,1,267.90211192805657,0,30,548.6241618075179,1
145,3661.1455455322425,2,4,1504.5469358853577,3,35,47.19271732923329,1
4,8349.902407028429,3,2,586.8029829962993,0,54,333.99409244441995,0
148,5700.821072960501,4,2,1062.9960378563223,2,45,614.7122530049988,1
47,198.46106220484216,2,4,1496.624689981562,2,3,303.7600212818392,0
143,2525.443159962146,4,2,1105.539804154725,1,19,131.28730375521633,1
47,3178.908248912165,4,1,558.7776662987887,1,5,229.4229547633124,1
78,8279.324043398352,4,0,420.6579579110775,0,13,63.35584139336322,0
124,8681.893420377732,2,3,786.5573785301029,1,5,183.6403292608025,1
75,6061.561552335019,2,2,837.45857001037,0,40,741.1789750525807,0
103,3431.680160956113,8,2,1106.464652497211,1,5,925.8020740513152,1
137,2267.0566518492874,3,3,732.5968809453552,1,46,1007.540797114875,0
90,8412.743055984802,2,1,718.2022400742119,1,38,439.224726659328,1
144,1146.342773251827,2,3,0.0,0,50,462.74099790952687,0
69,4688.329147257151,3,1,1572.7433833955092,1,4,727.8326785968586,1
61,11909.365849706153,1,1,582.0945995432176,1,58,121.40338056717336,1
138,3440.63843588704,5,0,1564.767969974353,2,47,258.51382592369043,1
50,1184.905310962659,2,4,1622.6028302699904,0,14,293.5333265407461,1
3,100.0,2,0,1227.83071691957,2,16,909.8476546008624,0
107,11909.365849706153,3,5,1730.1531995598723,0,1,351.3472615699063,1
113,6045.881298366639,3,2,916.1925094863308,1,10,862.0578263695168,1
94,2392.773174195664,3,1,562.7026062034637,1,49,290.1870872560012,0
118,4432.590142554748,2,1,443.9829114545628,0,39,182.5138997413046,1
81,3011.1325467210545,2,1,353.5021905434387,2,18,1009.9072024053248,0
109,100.0,2,4,772.259681253729,0,16,557.085057842635,0
51,7364.35230036136,2,5,795.7651123715832,0,41,290.85303561222497,1
147,5101.438467184424,3,1,1237.4934953186369,1,46,0.0,1
170,7114.9513361538175,2,2,983.0451573235852,1,31,325.11867197337153,1
35,5019.651460477531,3,2,952.692280059839,0,12,1049.962971516074,0
46,5393.735707395652,2,1,1153.651914123988,0,16,390.0413086981257,0
154,100.0,1,3,364.1493670180223,0,24,0.0,1
69,7723.543256021984,1,2,1422.7738006121017,3,21,376.1596796260499,0
93,1735.0707429101935,2,0,358.74279574744025,1,59,739.6246666587945,0
64,2503.7492692565984,2,1,1082.6300335578846,1,49,416.6757280929873,0
165,3416.383086487952,3,0,263.12641452351124,2,55,668.4431649225284,1
49,100.0,2,3,2163.3968214888555,0,16,622.2265828262733,0
149,3252.3304764099544,2,4,1212.9427415691734,0,25,422.5878299329785,1
74,3043.4476647898127,3,2,1234.5061788670257,0,21,273.3881827920135,1
5,3866.499593201984,2,0,730.036682820871,2,4,338.4605628177049,0
100,100.0,4,1,933.5815053082806,1,55,356.83023753878047,1
70,7783.1266506839165,1,1,927.4203094948303,1,38,23.025773647915628,0
90,6194.169734586718,5,1,622.1600285753077,0,24,642.498603810722,0
4,2407.8794139228926,2,2,2163.3968214888555,0,6,293.1305640514331,0
126,3255.3607631385494,2,1,303.0546111328946,2,41,834.5885729829632,1
39,7514.444986319297,6,2,840.3919567581011,0,7,886.5290946109742,0
163,4227.574906639341,3,3,1270.9167020259536,2,4,374.9886171949225,1
129,1278.3925123887898,2,0,894.6150887271108,2,36,489.0700744581131,1
24,4749.224389745374,1,5,1515.2630521927008,1,50,338.3566198655018,0
57,1736.4709046253097,6,3,960.4728664158362,2,44,38.4703361722984,0
100,2876.380477632582,4,3,1753.7137267279918,1,31,325.1387720518845,1
70,4848.127702932231,0,1,258.55804484943803,2,25,499.0718072794101,1
41,8165.634394716977,1,2,480.9494097318634,0,14,665.4026209430441,0
174,11069.974232690249,1,2,627.6450861412342,3,36,1042.3757339877504,1
60,9087.846864146915,4,1,1856.5439599453207,2,52,312.80215768717187,1
108,4784.431283592807,2,6,492.7482790730858,0,43,239.9926580304024,1
57,11772.049403576531,6,3,1899.763649098632,1,44,766.6303977121216,0
31,6674.808033104865,5,3,263.34154303629794,1,54,0.0,1
84,2060.934382058803,1,0,437.284088403478,1,5,199.66936151911744,1
152,5283.64955696857,2,0,1045.324600021568,2,12,836.2111976993359,0
36,3029.2500593723707,4,1,1071.286654328071,0,4,214.8336636738604,1
158,1256.2822210163458,3,2,1648.6266436377673,1,30,337.4958887203174,1
152,1477.3286676253706,3,3,1608.289626562659,1,51,497.2196236563843,0
108,4558.297465476673,2,6,888.1977366067256,2,29,702.8037599360434,1
106,7262.617971840224,6,0,840.2116285811853,1,29,486.1772902648604,1
158,8204.609767387703,3,3,969.6731546305951,3,58,482.35610551170936,1
86,1265.8462499258576,3,2,889.8184347266699,2,22,395.5550566851544,0
135,4090.223952736739,2,3,1428.577520892553,0,36,415.5950730141934,0
163,6459.772039205171,2,2,758.8090734053478,2,26,247.0588299486681,1
14,5455.57578725483,2,3,1545.4410377916874,1,22,188.0143877181877,1
120,7083.639101140687,3,1,1310.6468751350994,1,1,876.3747825143748,0
138,3695.918885657428,1,4,1114.2113870604137,0,33,298.4290134645187,1
80,8818.745705315487,3,3,434.34822523582,0,39,435.2642451528488,0
144,4987.273934572883,1,1,0.0,3,35,787.9463851104917,1
106,7273.172407163621,5,1,810.3466401352043,0,26,0.0,1
70,3857.678856178692,2,0,990.5612167117292,2,33,49.11041364530445,0
44,5175.172830615523,3,4,1087.1038838453424,1,27,489.1006323975136,0
73,211.92244571457377,2,4,1117.6119827494454,1,9,499.0103321998791,1
45,2489.7341898740874,3,3,1152.5221510005615,0,8,28.30122456453131,1
107,4377.608934401236,3,4,1261.3326164634232,1,42,0.0,1
84,5300.184629801095,5,2,774.8437261378374,1,50,49.6812996481915,0
82,11909.365849706153,2,2,474.645464725477,1,46,586.8468644511022,0
107,3854.3000215213615,1,3,677.708970404738,2,3,732.0054957827153,1
21,870.0793039978262,4,1,1196.5168476427475,2,26,554.4057500484818,0
178,10107.45415836477,3,3,849.8286227930282,1,8,0.0,1
161,8236.513253085295,4,3,745.5299057154881,1,15,114.8481727214994,1
7,1530.463389782411,2,2,1594.6897088215585,1,8,435.81229784247057,0
70,6395.786209637928,3,5,1275.5584124493569,0,2,495.5718738673463,1
127,7505.619269988549,5,0,1140.110687891722,2,30,323.1539220845493,1
143,5491.475340499149,6,2,2029.073170113606,0,44,387.5548754163594,1
160,5977.465761193527,3,0,1291.574657242776,2,37,587.5060303445389,1
148,3103.231495222639,3,5,1755.3929271480474,4,27,1103.6693633441012,1
143,6511.367996667222,2,3,0.0,1,27,806.6453190108837,1
176,3525.937161256414,2,1,24.225126981095173,2,54,389.49177960636575,1
149,100.0,4,0,826.1004825193314,1,6,448.031305780743,1
170,5588.797916198331,3,2,991.7362814029614,0,9,465.2190191009772,1
154,100.0,4,1,1347.089433946605,0,54,327.32385501425165,1
120,8040.482490373181,3,1,900.8547562928444,2,29,881.1102673393059,1
128,1607.5395696943006,4,1,1105.7789761386578,1,49,873.1570511655939,0
142,100.0,4,3,1024.6304578009044,4,57,565.0856316701495,1
57,100.0,1,3,725.5517430781204,1,19,952.8194219814898,1
165,4875.570025134244,5,3,2150.913847226635,0,24,333.40966067043985,1
58,5559.523436720207,3,0,1418.859188268223,3,20,652.8837959590792,1
21,762.0895510688024,4,2,940.3923867600744,2,32,875.0331945885314,0
82,1782.8352357731578,5,0,874.5272759879064,1,54,680.781171073627,1
69,4975.793336340856,2,2,2163.3968214888555,2,46,997.2518270161528,1
131,7916.6832739118945,6,1,629.4901578151237,2,57,657.6981037128724,1
87,1369.7534577863362,2,0,849.8123850822419,0,58,446.66193663185993,0
165,6137.5257875536845,0,3,1234.3553591377422,0,35,164.52400947466606,1
49,100.0,6,1,326.490604497577,2,51,366.4641757196581,0
147,5947.666210113601,4,2,1420.185756893214,1,4,757.6264186416049,1
115,7267.37624316783,5,2,1004.3657890161966,2,13,804.2103853162145,1
89,6572.619832167517,5,2,1322.207785705847,1,5,0.0,1
85,7983.193342063091,1,0,811.5416185596793,1,37,333.6985573546847,1
128,7783.227201586528,4,3,1578.3714525082887,2,51,639.1706428159976,1
140,10540.79544785036,2,1,809.8868161387182,0,58,557.1032220215468,1
169,5325.855257177259,2,3,951.6747064212012,1,11,269.474513632497,1
161,10549.674157091127,3,1,2058.294944164568,0,16,953.7838600007552,0
178,2167.702729740252,1,2,701.4424555994779,0,27,768.5853836411245,1
117,4383.9747688355765,0,3,891.2609407371436,0,48,1157.8894386018103,0
127,4654.990480879798,5,0,872.2903090003093,0,19,394.6804930129821,1
71,1871.6466224295136,4,3,973.9152272668658,1,26,30.171705589405803,1
86,100.0,2,2,1446.802585201212,0,40,542.6675286617418,1
33,7607.895085434951,4,0,799.738543058892,1,35,1103.954605784609,0
81,2210.1975382920245,2,3,807.4227677399381,0,3,556.751536148817,1
152,3797.5129781511614,4,4,1891.1325556831555,0,29,680.6931441135505,0
61,9753.755794312085,3,3,1172.3155029757986,1,21,645.0256581801852,0
61,6716.255226418434,2,2,912.8873005088436,3,32,106.8908981076782,1
98,10220.634364205082,0,2,1390.2394628227903,2,22,213.6895644093886,1
28,5361.593102288819,3,2,1236.105238907321,1,4,331.30378874963634,0
43,6666.478181893127,5,0,905.2702126237998,1,16,418.0963051031104,0
169,4277.98532749925,1,0,1611.555705103837,2,1,796.2453216117995,1
167,2453.911103670435,3,4,0.0,1,34,269.8178299942108,1
86,6655.378862405936,3,4,1764.3385727408606,1,28,0.0,1
177,3692.2963705085294,2,1,855.3449650203888,0,56,239.84325308308556,1
17,6933.565898731173,2,3,1205.279815315703,1,11,362.5669229040355,1
98,3288.5929460353427,3,0,952.3859580001148,1,3,902.7814365992934,0
98,4473.850241943449,4,1,859.688464834308,0,46,254.95712811246776,1
65,4714.152484098272,3,3,57.64863610171187,0,41,0.0,0
74,8230.895075136978,4,5,1666.731103984458,1,37,214.2239871746508,1
85,3726.9540763227888,1,3,828.3425547287143,0,10,504.36365369966745,0
5,8560.970358777853,0,1,1579.7320908997262,0,16,0.0,0
2,2285.444778798197,1,2,1677.2747977945787,1,28,674.9317971046964,0
22,5809.572775008821,0,2,2076.055557314474,1,29,636.3794644263185,0
112,2937.1981172336327,3,3,843.6201198452618,0,52,504.7183727879842,0
57,8347.237466719129,2,3,1416.0663638835365,0,22,649.9362523339846,1
66,2544.0095133934387,2,0,1214.2736345622468,1,9,360.0200214247924,1
74,2849.801768533497,3,0,1446.4545089132885,0,48,301.1873532724993,1
98,1231.09269951428,3,2,691.3408013779459,2,38,311.635538644276,0
144,5309.121843458064,1,0,818.7459247940849,0,12,403.1562896089793,1
112,6773.14611454805,2,3,999.7218235517664,1,28,1103.9537893804527,0
178,6449.387551072391,0,2,1120.7640818552743,3,5,272.6847994906983,1
125,4567.286120188835,2,3,876.5440779755404,3,19,728.6089075501515,1
167,3018.3766053880463,3,0,541.4122596039028,0,51,208.14331014103385,1
86,4163.960246876311,6,1,476.5498602196549,1,12,493.24345832345495,0
76,4278.41143119439,0,2,1443.5947174189323,1,12,478.12404923862994,1
88,5757.831282266,3,1,1561.0950074749965,1,55,0.0,1
168,5551.558431419673,7,3,1848.47402564936,0,54,535.2931833117528,1
38,10219.157223753044,3,3,816.8088954200765,1,47,287.09986385616486,1
59,5118.908195244449,0,6,403.8402318792912,0,1,0.0,1
138,6082.40290539563,4,3,1207.6482835065044,1,2,567.385481683151,1
99,5214.367419215785,1,1,871.12862542883,1,52,819.9507069237839,1
63,4019.7993201040113,4,2,933.9964929574342,0,55,504.45553606541785,0
49,6062.223503041837,2,2,778.5560396322013,0,28,809.5064223364941,0
32,3738.018218154746,4,4,1080.4586398308654,0,19,1141.5423774825176,0
135,4825.348246137947,1,3,1113.1465223980858,2,31,484.5125659600298,1
21,8477.80561543311,2,2,1837.1607404863823,0,10,567.7118629501484,1
20,3543.921715122564,6,3,2025.9545526288805,0,1,596.3480352109228,0
154,6162.031807259202,2,2,351.2075557268868,0,48,750.7665427692305,0
127,100.0,5,4,1639.4162313206502,0,48,284.4308300847381,0
68,4443.968268029353,0,2,1905.3342554958056,1,12,815.5673799209812,0
110,3523.64381092545,7,3,1444.0327931163165,1,32,819.9382861089078,0
116,5360.781302906931,7,2,1695.8720921870404,1,59,601.5837935264722,0
143,4291.289671004161,4,3,1643.824473229703,1,13,947.1204601719836,1
120,5424.553325223142,2,3,966.9474626931868,1,24,819.1845210357448,1
79,3864.001141916147,2,1,1037.7257130505673,0,30,175.48880988361765,1
116,6159.004097347535,3,4,1158.7140980610336,1,45,509.6184090086661,0
92,100.0,1,4,1036.8438674841102,2,42,749.8079313098178,0
14,5334.236888241288,0,1,1924.8790938765023,0,49,819.7077184232342,0
155,2188.7622505502754,4,2,1519.176521794409,0,6,0.0,1
125,8503.599629822202,4,3,857.3760337512379,2,30,467.7847069135645,1
168,2140.3580423601134,4,2,1303.4431584652425,2,35,872.0018960595239,0
58,7985.662052060135,4,1,513.1308554605068,1,53,810.2445333293408,0
28,4965.402076415804,5,3,1191.8000080223264,0,37,42.99531602282076,1
26,100.0,2,2,739.0252554366087,2,28,222.7534773446644,0
113,2371.1979524566286,5,4,1279.4432976173744,0,32,623.6187342008911,1
66,7543.403072387957,2,1,307.1026722972772,1,41,466.2204749802135,1
153,7373.026474548766,1,2,1283.7866307500926,0,37,431.12391091142194,0
131,1101.9476818087542,4,0,1182.6059472833692,2,49,512.003507627056,1
44,9688.567176927756,3,1,820.333121602976,0,5,428.0232123091464,1
97,4926.307378970348,2,3,1146.5795137960497,0,24,399.8859670261709,1
42,7654.536962602884,1,3,1325.2086120187498,1,5,677.3663353933321,0
6,1364.475951370549,2,4,734.0399419793036,3,32,738.518706558262,0
167,3632.152951480808,3,1,1010.5818525523508,1,18,524.1062113550917,1
23,6247.712810773564,1,4,820.1120132334611,1,57,890.9177569916626,0
89,4060.509641013108,6,5,789.9489903689501,1,31,325.6328699493262,0
123,100.0,6,0,1231.4166768020634,1,2,523.6932420788327,1
178,4427.652989021433,2,0,856.8321575031061,0,35,439.2953150599,1
171,100.0,5,0,839.9154905201838,1,27,59.86179196402964,0
147,1787.9223752284247,3,5,866.6415346018875,1,28,668.0251582652264,1
51,791.3966217634643,2,4,901.5572473755284,0,12,844.4035224846127,0
11,8397.666371249616,5,2,725.0811296927083,1,2,752.5683097144502,1
12,9339.065314831469,5,4,838.0968207171967,4,7,577.8358340428344,1
74,6024.691795252428,6,0,992.7829962985102,1,20,41.757249803755485,1
8,4309.793894083417,0,3,928.842832756794,3,49,706.3024060805864,1
152,5085.016338450786,0,1,590.9020829381809,0,2,1050.4431006168325,0
41,8395.564505048282,2,1,1544.5332608961016,0,10,466.8936518298649,1
164,100.0,3,2,433.14846455288,1,50,535.6770164069324,0
85,1774.6943285655389,5,2,648.0284597883463,2,13,880.99434887081,0
72,8012.127208375887,2,4,1751.202595296575,1,16,528.0442105924433,0
55,8636.812934293801,0,2,1199.7597095931585,1,42,446.72923516792855,0
137,6769.163900040075,5,0,1610.8702421226258,1,48,500.11630072673375,1
47,1865.0853024446133,4,1,1006.5136727763388,1,28,738.1622084696137,0
143,7968.646943220312,2,2,614.6063067430771,0,29,777.183427466869,0
176,9084.298073836557,1,1,965.6229946511854,4,11,0.0,1
104,7154.750802512573,5,2,1773.5692345245568,0,16,702.8364874681935,0
42,100.0,3,1,1374.156000259543,1,8,547.0593909971731,0
60,5373.7844267479295,4,2,1033.1397081512457,1,45,263.0084002877754,1
12,6755.720192875447,4,3,470.46141916004217,0,21,929.2939420880411,0
130,3453.148009033206,3,3,1331.0267135248282,1,55,696.2892210180879,1
7,5560.030772292769,1,2,477.7313278178042,1,6,107.6363505231601,0
80,3459.622515931484,1,1,625.8353913176427,1,44,721.839210534408,0
131,2415.2198123397616,4,4,143.91363206204915,2,11,851.0054764688059,0
109,9531.772451760316,2,1,944.6425644983036,0,26,268.05979131977085,0
3,5645.206010756799,3,2,481.9372070724954,0,12,564.7996911323957,1
27,1682.06106149991,2,3,291.9952961748478,1,2,475.1916360685266,0
114,870.1999053835534,4,5,1794.624109682669,2,20,504.9565374198575,1
107,2417.0536839744136,2,0,998.647360625047,2,39,404.3286222920774,0
40,2433.279875727088,5,0,745.7673179710177,3,47,367.3793171841472,1
161,5439.590834064012,2,3,1156.756136535486,1,28,686.0448856201596,1
129,6456.670166566477,3,1,970.9278741298452,0,39,534.0979956956484,1
8,6453.460549501852,2,1,1103.6756449339591,0,7,732.0800770307953,0
101,2749.664038535626,3,1,1384.0568112874582,0,16,822.323526837111,1
160,7761.892143750547,4,3,2163.3968214888555,1,13,982.8075433183052,1
124,8683.532945409359,3,2,553.813596186603,0,29,271.96545784512216,1
176,4220.109898941969,4,2,0.0,0,46,892.4316026654665,1
107,1903.787608633928,1,1,756.7762554327929,2,22,638.3158085776092,0
101,5300.847543625236,3,5,1332.9353489829027,2,48,555.9061595893586,0
4,11480.228744189502,2,1,1085.384669276228,0,38,598.3357900838699,0
110,1825.1072963733411,1,1,464.78362894998384,1,36,460.3225577603602,1
19,3421.51009109951,2,3,1242.2295721046496,0,2,20.640639212281823,1
32,5172.302180892904,4,3,353.1842993352776,1,56,748.6966882513702,1
137,6624.992073547815,4,3,952.3464093057296,1,36,674.7564084495709,1
12,100.0,1,1,825.8775068583117,0,14,593.2908106970716,0
139,8917.663082900523,0,3,610.9938949952718,0,28,59.45477730098219,1
46,8876.875846044262,3,1,754.1087169220822,0,13,552.7053898049621,0
119,3725.619077627816,5,3,1351.035700335824,2,50,635.1163043543531,1
16,11909.365849706153,4,2,1070.9904943337744,1,4,1058.0247530527142,0
129,8683.116148777379,1,3,568.2962112222708,0,16,615.2450684026926,0
63,8523.349798964622,3,3,591.1131485301916,0,2,0.0,0
109,8562.659569343035,6,2,584.0807936853658,0,44,655.2741162718125,1
