months_to_maturity,total_relationship_value,number_of_products,satisfaction_score,number_of_complaints,months_since_last_interaction,age,tenure_months,monthly_average_balance,desertion_flag
11,96282.09101839329,7,5.407825921529823,0,1,47,31,11104.635108499742,0
10,57304.25231410311,3,8.991384894033798,0,3,49,29,10564.550935744495,0
9,37875.28521562092,4,9.597220039561712,0,3,30,28,7739.556657507513,0
14,50053.84618634321,3,10.0,1,3,45,29,7915.310142099314,0
13,53531.222553828746,5,4.937746944745422,3,2,37,26,18278.609026445178,0
2,1000.0,5,9.45852373381154,0,1,25,34,13741.923611401597,0
3,120476.40845107357,3,7.779294382960496,0,1,40,33,16464.58098012299,0
7,65596.13054305734,2,5.754707157373486,1,3,67,35,2693.004050566382,0
21,56300.24924067767,3,9.41942362964269,0,0,25,30,13824.405095514576,0
18,68454.91952835741,3,5.229997559139637,0,0,22,37,14813.062291144946,0
3,71282.32941759814,2,5.744494317676704,0,2,18,21,11927.29007916792,0
10,45783.39543492705,5,8.806657407790691,1,0,18,36,3090.9205044874934,0
22,31062.765912778985,3,5.769438934734241,1,4,59,28,20968.34465565548,0
7,67983.52058965112,1,7.81268446274704,0,1,54,33,14878.209440975294,0
9,61571.32521594357,4,6.002651598524533,0,0,68,25,20539.42497089805,0
17,25703.29702731776,2,7.347510010219461,1,4,41,35,2270.9498878522227,0
11,92571.06834101792,5,7.492702964754367,1,2,30,29,15506.92073101132,0
7,58800.5610896895,3,5.082879030707678,1,0,33,31,8488.929950719074,0
14,71894.58086802892,5,7.414949463268006,0,0,37,30,7948.33036895674,0
19,91757.62663039756,6,5.948194862273888,1,0,49,28,8780.055113045597,0
4,50656.664634945046,3,5.087389203124339,0,4,61,28,12955.139496690555,0
6,59508.56020952346,1,4.7722168350376135,0,2,65,23,5180.547707333507,0
10,74300.8171551835,5,4.794621298398969,1,3,45,22,4635.801967950321,0
7,28254.167485998438,2,5.786789548283449,0,1,31,34,5638.420686361143,0
13,51621.54988538003,4,8.148403772183539,0,5,47,28,8737.440110552383,0
14,53766.45759953445,4,4.272349217630266,1,2,27,22,9313.081468982668,0
4,21318.243449498164,2,7.16702186633602,2,2,29,40,9311.892558819509,0
8,119529.10366021637,5,7.74951540283754,0,2,51,23,12008.05699210907,0
5,7781.196695227925,4,9.001015635325313,0,2,26,29,16638.61780605196,0
1,11056.88288938527,2,5.909994968659962,1,3,32,29,14228.085156562744,0
4,89426.79727110738,2,7.325354893783018,0,1,18,28,14636.345226124926,0
3,71397.98752389627,5,4.689389076073194,1,0,36,42,8470.117650823282,0
9,19221.055475576664,1,4.395767346577507,0,2,63,35,8678.889070440047,0
8,68218.67045305078,3,7.724884909253257,2,3,50,36,10639.89325825568,0
1,94035.51334991927,2,10.0,1,2,47,34,7352.936894325945,0
6,49092.10827209043,2,8.320678597026664,0,3,29,27,13029.619522148065,0
9,120476.40845107357,4,4.569089086308659,1,0,33,32,10922.709456199857,0
7,1000.0,5,4.744246471382198,0,0,18,30,9488.419856911642,0
4,70814.70361577306,2,8.23184781375145,0,4,51,40,13666.7567982703,0
13,84995.85008663009,3,8.441548930359204,1,4,51,30,14511.773647938517,0
17,76740.3170481574,1,7.109512622646762,0,2,50,39,2361.4036023189647,0
2,43869.32820063055,3,6.578701456711608,0,2,60,27,4374.641873926887,0
5,41286.75553966552,3,8.044509566785727,1,2,45,32,14918.922180061742,0
12,63324.35513261772,4,4.937227044093175,0,3,20,40,12939.37074045742,0
21,74472.63459956208,2,9.054881517335476,0,2,42,36,16518.312218832994,0
8,68074.2030884709,2,7.707423246741042,0,1,58,36,12707.864716759295,0
6,81201.73672380167,3,5.387107266745375,2,2,46,23,17778.14040953344,0
8,19433.901287997945,1,6.831259041154555,0,2,42,37,13725.823299385724,0
18,43166.87062629096,2,10.0,0,0,37,22,14195.70577297618,0
3,21799.522036287377,6,6.412985010297922,0,5,57,36,13026.987554193562,0
22,38416.61671741575,3,8.126043289810635,0,3,25,24,15094.498647195313,0
12,80456.62675442916,4,8.668698288531095,1,1,23,34,6696.563517788301,0
3,53239.51762175687,4,7.384621142300303,1,3,52,35,12817.358658376505,0
22,120476.40845107357,4,6.196067230271746,0,3,49,29,10002.050358277977,0
6,55802.19101569151,3,5.544029019874676,1,5,60,29,10975.46971252535,0
2,51790.75641739209,4,6.6507043013578295,1,2,18,33,5942.366704003454,0
23,53185.487583206486,3,6.714456507813668,1,3,49,23,13258.922013152069,0
12,30865.739214201923,3,9.550001088152994,0,1,47,29,11484.58580621125,0
2,48264.90162867219,4,10.0,0,0,53,36,8332.040362705146,0
6,83833.64081334937,1,10.0,1,2,45,38,11071.49694004877,0
17,53419.12004383317,1,6.298156237023544,1,3,54,30,17558.16573605632,0
3,26196.20810349586,4,9.099132422915137,0,2,23,29,14387.406792627244,0
2,22247.461385640945,2,7.558407505614825,0,0,50,34,12959.622555403335,0
23,36493.9432500247,3,4.84276197574093,2,0,37,30,4428.991941414735,0
20,52215.90303232641,3,4.031853366474981,0,1,50,39,4215.22106108501,0
8,85807.59606428786,5,6.354579807858304,1,0,30,31,7370.754330956724,0
22,9785.340759006896,3,6.715920728362543,0,3,42,38,2440.150172469099,0
12,40405.21166333732,2,5.2116534558805485,0,3,47,23,8984.937277267347,0
4,54329.30058305236,2,9.47304603183066,0,0,44,40,12182.31648667408,0
5,1000.0,1,9.975543275422378,1,1,43,39,3254.3185447572587,0
13,24992.05151100781,1,6.626247344063019,0,3,28,29,8571.206111565216,0
15,29603.34380791441,1,10.0,0,2,34,32,7771.531403753011,0
23,26120.88878448505,2,7.851479615115175,1,5,18,27,0.0,0
16,55756.68635064942,1,3.075746013709316,0,2,37,22,3160.787333270315,0
10,45183.21171494608,3,2.937457832273356,0,5,43,30,0.0,0
23,33341.41692196891,2,7.682084487537472,0,1,40,41,13655.680669961615,0
16,62838.878796579054,3,6.691447499280265,1,1,24,24,8084.262877634953,0
12,101692.2415293875,5,5.136059611016123,0,2,54,42,7201.352650457421,0
17,99177.69550225257,2,7.873355070352086,1,6,45,32,12147.45863372132,0
16,1000.0,4,10.0,2,2,41,30,16505.39398030806,0
12,67312.16551505419,3,7.142480658898583,0,1,30,29,18412.320795775115,0
8,44659.30129808484,5,6.152105705415766,1,1,27,30,4250.115670396235,0
20,54654.66028596069,5,5.598510405063007,1,0,50,27,12042.37058205654,0
3,38051.508993723546,5,4.630662200342663,0,4,52,33,16918.555888767187,0
16,53527.65889661606,3,8.629196684177153,0,2,31,34,18759.18366551659,0
13,54542.22188216056,4,6.146599573986861,0,3,18,31,9100.662488205671,0
23,32631.447279532305,3,6.725273836215814,2,1,45,30,7759.247080621204,0
19,23108.97356524457,1,6.182296885678436,0,3,72,30,5017.601085573538,0
8,36539.129521415474,3,10.0,1,2,26,29,9099.502958791489,0
22,57027.77793370296,3,4.159914266507622,0,4,38,21,13174.55019041413,0
5,67969.89025052793,5,8.371290604958983,0,2,42,20,4507.637235371862,0
20,75600.4693202044,4,8.740515855645167,0,5,39,23,5527.104159599994,0
8,35174.29930799262,1,5.52387196717169,0,0,59,19,10202.513164865177,1
12,58515.3370190821,2,8.212245867842391,0,1,24,28,8398.442524756289,0
1,78875.07775859896,3,6.66045458499003,0,2,61,23,4669.531624594791,0
21,84967.84685432384,4,8.628437426602218,1,0,40,34,16936.5552341501,0
20,48235.014376054336,4,5.061556240121629,3,2,46,31,1708.9567475577132,0
6,43372.04825181162,3,7.538985943118478,0,0,42,33,5599.165653615885,0
22,55733.72701509177,2,7.145149219773124,0,1,38,39,5591.677034062322,0
18,15508.775813077831,2,8.084220600157238,0,2,32,39,4152.377635547358,0
8,44191.71466893476,3,2.2874808575098986,0,1,36,33,19312.245551241547,1
7,72337.5919541939,4,5.562870552498473,1,2,70,26,19365.660371109545,0
1,69258.41388331103,2,8.17133129787492,0,4,57,29,6881.696767357537,0
21,41891.97186908333,2,10.0,1,4,39,32,12005.43278682704,0
16,56531.546032615,1,9.095404024538986,0,3,51,38,10145.778900857187,0
12,25260.48979127937,3,7.807581988800376,0,2,49,24,12905.201218108426,0
6,71104.76444675075,6,5.304910917664629,2,1,18,37,16757.75833898416,0
20,47665.35691590581,2,7.596918610518069,1,2,32,30,5890.519495958671,0
2,41721.45644911585,3,8.17107255391853,0,4,18,24,7931.280229124959,1
14,39148.2849171984,2,10.0,0,2,40,37,21813.237403391227,0
4,48113.183993004255,2,5.229624207966502,1,1,58,22,4311.550667014573,0
1,36563.67065204125,2,6.242534740284165,0,1,48,34,8238.016070563179,0
23,69744.2910800769,3,10.0,0,3,42,22,3710.677272258232,0
18,38141.49355951458,3,6.602743514104129,0,3,29,31,19717.08086410628,0
13,97788.92288082144,2,7.981040994173883,0,1,18,24,6762.206056858893,0
2,93956.31510444144,1,4.881444784257143,1,4,47,24,15706.896583148337,0
9,23253.695304364857,1,6.315281414300139,2,4,39,23,3151.3342677443434,0
21,52091.12808287841,5,7.650102167668894,0,2,42,35,8848.890540943716,0
2,30480.301359914152,4,6.239006574589573,0,2,38,18,12924.161415327872,0
9,40200.57310434165,4,7.362719945217865,0,1,41,25,0.0,0
1,110072.8240293439,3,7.51093470273492,0,2,36,32,3845.517776408874,0
11,40772.85748652602,2,7.141942624900759,0,2,42,26,2986.903507752677,0
3,60806.78111232286,4,5.500855800211978,1,1,35,21,9001.871621218184,0
20,66239.63882024835,3,8.656520672749338,0,0,59,35,14343.134189233757,0
23,19981.11882550278,3,7.362575309211146,0,1,34,35,9098.457959279169,0
4,24347.135767723856,4,5.668756020286849,2,0,72,28,0.0,0
18,13819.32885775643,3,5.389227820190127,0,2,49,29,1668.198693799297,0
23,23420.877983066694,1,4.939195712579498,0,4,19,26,16698.746864740642,0
6,1000.0,4,9.409780024676202,1,0,74,29,12864.308553389634,0
3,66337.47202380885,4,5.573431516533999,1,1,68,27,7919.923379215046,0
22,111625.8152376821,3,5.18010582777859,0,2,18,33,14474.439262650572,0
11,54434.622171095805,5,5.021960882921578,1,5,39,30,12846.092986685258,0
15,7511.934219781775,1,3.021771340929612,2,3,18,21,5644.400646740518,0
22,30716.70851300156,3,10.0,0,3,20,30,18851.327884588107,0
5,36233.694649250094,3,7.177864342892565,0,0,27,27,22.331582252390945,0
20,19472.456683598728,3,5.228760761490909,0,2,48,24,13058.036656652284,0
10,75805.4791518547,4,6.311911475363719,0,2,39,25,13453.06621417998,0
12,74307.80133126001,1,4.486741176308646,1,2,50,28,10570.263990025554,0
15,15336.44618547021,1,7.368834242483829,0,0,59,33,4478.433943613266,0
17,71752.43133342524,1,6.697162130270815,1,1,18,31,9691.58832009572,0
10,95804.37990731795,3,9.22719956750596,1,2,49,38,9370.375218241985,0
6,107076.7461568868,2,5.601856906314561,0,1,52,25,10210.420263081547,0
18,120476.40845107357,2,7.722907458088662,0,4,18,39,5018.860150787381,0
13,22940.22051670408,3,7.037100275817782,2,3,68,32,7945.451656387621,0
3,120476.40845107357,6,5.286267553093824,1,0,48,34,12927.083719797218,0
10,39373.80834473635,5,7.719318203983241,0,5,40,20,5133.967754691188,0
14,32226.03633858457,4,6.839477823196773,1,1,35,32,1948.9523242686828,0
6,59812.17124633536,2,8.991108354171327,0,1,72,38,4554.502927943798,0
3,32538.159977209627,2,7.804445526459106,1,2,24,27,3860.4323416620655,0
16,61971.324219395785,2,6.041291457099727,1,2,74,41,9402.068434155022,0
7,10397.684367880953,4,8.77791628340935,0,2,18,29,13527.809757613437,0
20,42837.42193809697,2,7.578817048289753,0,3,27,27,9502.367340419813,0
14,88567.46703085038,1,5.959493849030767,1,2,38,36,15494.270353963217,0
9,48288.16125706532,6,8.893278354940511,0,2,54,27,8944.275762551824,0
15,54247.87360219649,2,8.734781257320424,0,3,29,40,13355.00396775558,0
21,64257.75814151934,3,5.192090193768125,0,2,29,32,7538.182743089083,0
3,85119.8488795298,2,5.544706315492203,0,2,42,32,9602.14875645528,0
2,1000.0,1,7.24804812912216,1,2,23,32,10073.686548651143,0
2,67535.72155512305,1,6.29263426135154,1,0,51,31,10543.112384834243,0
3,41955.8258227471,1,6.354077901534276,0,2,18,28,16502.19223225598,0
18,54999.13685935516,3,5.41107600290566,0,1,24,33,6836.329143093049,0
14,81798.50509287129,3,7.344440907601462,1,0,29,30,11951.91357202072,0
20,14174.400457644677,3,7.444570452002789,1,0,39,23,4077.98582497944,0
18,19620.666756707316,3,4.136237069962897,0,2,39,30,5747.565029896527,0
10,1000.0,2,6.227462810173122,0,1,74,31,6156.336639232784,0
2,33525.231747086706,4,5.87387555829176,0,2,42,23,3992.786418594576,0
22,89912.97033136449,3,7.553932165688558,0,3,36,20,7194.771199064941,0
1,46382.38434579592,5,8.143148717070225,0,3,34,32,8813.419466937585,0
4,9796.253130356425,4,8.44687812874758,0,2,47,36,9841.79778355483,0
14,35429.63766274859,2,6.2595329397486,0,2,18,34,16712.317001998028,0
1,5364.148895281309,2,8.070470694474732,0,0,18,26,17515.690219591354,0
14,16244.416948065147,3,3.999274115390927,0,3,18,29,4439.931975020453,0
16,61664.5673079114,4,9.664202278823993,1,2,25,36,4997.027578632608,0
22,14783.800210819136,4,5.610515542284153,0,3,66,42,7311.922117563407,0
14,83379.02915609906,3,4.305349779817245,3,0,31,33,15084.04634488942,0
20,47866.39127508992,1,5.622165070228507,1,3,18,28,9359.417671721514,0
3,52567.84111833576,2,9.89286332728782,0,2,43,22,8440.548627490816,0
3,41648.81097176318,4,8.269968811269056,1,1,59,24,13279.692631925038,0
9,73185.4351563117,5,10.0,0,2,47,26,21813.237403391227,0
6,73494.79663331032,3,7.602034260704918,1,1,48,27,2205.4783856410822,0
13,60051.63055736514,5,9.714027043151656,2,0,60,42,6528.439076270624,0
21,66943.67317722944,4,6.28362535403798,0,3,36,31,7412.06178053086,0
2,43637.30990238724,2,4.385541766585615,0,0,20,26,0.0,0
8,66266.09020727145,3,7.731830328703263,0,5,49,20,6756.389351510958,0
21,39863.6667357858,4,7.148854233221473,0,2,39,28,3766.019593797486,0
2,50066.94866487206,3,8.000677884560819,1,1,26,27,14722.495324356274,0
4,41760.68751901107,3,8.664534712490418,2,5,18,21,4383.246774402711,0
15,36283.44382042412,3,7.804575562320041,0,3,54,29,7770.679622192925,0
4,29326.646068346294,2,6.810107689515953,0,2,24,31,16553.565319747035,0
13,64030.70311576656,4,6.901899341009139,0,2,45,29,11051.924236362753,0
12,89318.1773844039,5,7.963250129977335,0,6,33,19,6880.518942596528,0
13,85133.05915008677,2,4.0732953771275655,1,2,58,29,2092.392361759583,0
14,12303.03992163694,2,5.5959878900353015,0,0,50,19,7185.393193830207,0
20,88676.09154220621,2,10.0,0,2,46,28,10614.308948539654,0
18,40455.24495146213,3,6.045816181538946,0,1,44,25,9757.27614682618,0
6,68021.99045436774,4,8.355127560621726,1,4,18,28,11021.92269824423,0
11,22813.54003858367,3,6.212259145940542,0,3,41,18,11827.381123830315,0
2,54259.39741622016,5,6.591089812807489,1,4,32,25,6176.951205547151,0
23,59411.695486907214,3,2.6564204441401085,0,5,41,22,8016.57196415561,0
19,5461.856242410417,2,8.24745728412971,0,1,36,24,6153.950669187688,0
19,68248.01499032568,5,5.926086882806633,0,1,18,33,12930.32521320704,0
5,90378.05023514944,2,2.936966968825738,0,4,39,27,3884.9584771148056,0
19,44760.561629551165,3,4.191376410566166,1,2,18,28,3247.055997238307,0
2,90805.0439248404,6,7.218291369624245,1,4,55,27,15902.159918680703,0
10,44309.195196427776,1,5.625371011233983,2,3,46,42,14101.760061026116,0
2,75487.53593139851,3,5.374793981274192,0,1,29,35,13534.80334327228,0
11,1000.0,3,6.1355493711956495,1,2,31,32,8139.022122458158,0
18,120476.40845107357,2,2.2874808575098986,0,3,18,26,10787.211605056566,0
15,94863.74735728872,5,3.770332412722826,3,0,41,32,8259.008685153573,0
9,41461.23487238964,7,8.280429499407493,0,3,32,31,4901.301767927579,0
23,1000.0,6,8.030005682955132,0,2,65,34,620.0477800626886,0
19,58640.851049164674,3,8.119877348346217,1,2,41,28,6528.046661402699,0
9,6682.233587787297,5,8.215757925469553,0,1,58,29,939.4877993237168,0
3,63345.60612672464,4,7.875021185030604,1,1,38,41,12543.47953072326,0
21,62346.97157492846,3,9.876803237091274,1,1,58,20,8397.909605772496,0
9,21757.904929939257,3,8.202651043928345,0,0,28,33,9725.133605288966,0
14,83629.01070843133,2,7.073426029583972,1,1,48,33,16803.850753992214,0
19,74167.2410841852,3,10.0,0,0,34,27,4897.001047434229,0
7,79274.70011865691,6,8.069621495411234,1,1,59,35,18988.250394206567,0
16,50265.73111006686,1,8.147676424803917,0,2,27,32,10120.03704046938,0
16,7534.277992588803,1,5.997611184328092,0,2,33,29,11099.075944840328,0
1,79336.16816633413,4,7.063575611638418,0,2,46,34,10249.505386285224,0
4,41888.85802592627,3,4.719260544331531,0,0,30,34,7376.700524557808,0
4,8306.59570421993,3,3.9711219882489126,1,2,53,28,8464.680611343518,0
7,90561.18097922976,5,3.5635913020919188,3,1,48,29,7970.733634334981,0
8,112982.22561507528,3,6.558463421316144,0,1,74,39,6792.992120222683,0
17,48762.55613062391,2,9.736834799165948,0,1,60,33,17261.06140431155,0
5,114773.63463809877,5,7.869399108445776,0,0,46,21,11999.255532129053,0
7,52739.44185834049,1,8.734757207590764,0,1,32,28,15316.613371647836,0
20,38586.32287500946,4,5.268118300768295,1,5,50,30,7593.281881384754,0
20,31086.24637443568,2,7.604695592461416,0,5,36,18,14600.736601430686,0
4,99112.47223978228,4,10.0,1,0,67,24,18570.030527894327,0
6,26595.683558366847,3,8.597632103851545,0,0,39,36,14229.148070014331,0
7,72058.07929924963,3,6.251881928805155,0,4,22,33,8680.068514282686,0
18,33225.08494822375,3,3.613122362975788,0,2,40,32,15430.971706496564,0
5,36190.79712276911,3,4.373337560724636,0,2,44,33,11976.179247189602,0
20,80907.490819087,1,8.313244276498349,2,6,41,24,21813.237403391227,0
3,38598.89461131939,3,7.441685650161571,0,1,53,35,10383.293054052649,0
7,37856.1386173912,3,10.0,1,0,23,30,15689.689768750904,0
22,83984.1409152442,3,7.12938724897421,0,2,41,30,5758.403053085213,0
14,97921.9187966487,1,4.030840535250512,0,1,24,22,11411.724449788617,0
7,69340.69409852699,3,6.544720277134932,3,1,18,34,12620.74784119617,0
5,30356.906731281524,4,7.0851089790912285,1,2,33,36,16262.599078097566,0
22,34681.74502107262,3,6.229910660131257,1,4,26,29,9452.551794048166,0
5,52397.45791220113,2,6.993619468174424,1,2,62,28,0.0,0
23,59627.90185776973,1,7.74580955104163,1,5,41,20,9807.30103844929,0
2,20364.022695806845,1,2.947323480400732,1,2,41,21,4224.943473951439,1
21,71691.13818739592,2,5.657549261606215,0,3,43,25,13519.389229615948,0
22,52565.399889187975,3,9.52409621180801,1,5,44,36,7121.95082319953,0
6,1000.0,2,10.0,1,2,65,23,9847.033541787,0
15,22132.205526178088,1,4.44710964615005,0,2,24,31,13215.037982851742,0
21,34876.13979045009,2,4.450616994712778,1,2,18,28,4486.322944774533,0
10,47814.269334768345,4,8.527068513120803,0,0,34,37,13557.174168432726,0
23,106678.36386511989,1,10.0,0,2,37,26,9239.003713440668,0
7,57145.13918418885,2,7.439560033486024,0,2,43,36,9978.37929898834,0
5,24776.84330304125,2,7.217648156437573,0,1,64,26,10901.10475288834,0
1,56618.924129214894,3,5.582568097764306,0,2,47,26,1993.4889376269207,0
13,39437.36757638357,3,9.02552161863682,0,3,42,43,15766.450033558594,0
21,59742.74718600625,2,6.394453329967284,1,3,52,29,11727.134119499304,0
18,67417.03061106845,2,10.0,0,4,30,28,9123.293021369082,0
13,86276.91941671814,3,7.721289185426405,0,3,18,30,5394.589211330406,0
21,49271.40512989923,3,7.5180688973145315,2,2,27,37,13625.51710740913,0
21,99168.815827995,1,5.355498396984872,1,0,42,29,14160.242320659314,0
18,77240.67987608573,4,5.426564789850887,0,6,74,30,5200.518991412112,0
5,28776.813655634363,4,5.764131869730989,0,4,39,32,9368.784928355692,0
13,116295.66997245392,4,6.814329948807366,1,3,51,25,0.0,0
4,59809.83539810293,2,9.210449090600529,2,2,64,27,12948.669831114246,0
17,24946.264880832947,2,8.643762679413468,0,3,54,34,14858.224417084415,0
3,99587.39153691263,2,6.060297314489445,0,2,52,38,11888.128499892142,0
17,112333.32755595334,4,2.81590384277104,1,3,48,30,1667.9306415040191,0
11,49009.24208841319,1,5.550232274957113,1,4,26,30,5563.117876457143,0
21,34890.49218873211,2,7.307212481304548,0,1,53,37,4415.439482618839,0
20,44828.75127639014,3,7.463281443572912,1,2,53,28,6668.788479948144,0
23,71441.951825531,5,10.0,0,2,18,30,17092.354522317957,0
21,88335.69965091543,5,9.861290115736972,0,0,44,31,20251.87710711936,0
4,67114.6199259072,1,8.588480173402502,0,3,36,28,8746.869271710024,0
2,53051.696254153096,7,5.701083934726751,0,3,27,33,2552.245139006744,0
20,94940.35310913282,1,7.563499466276809,0,2,43,29,125.33600328480134,0
16,40614.905808454336,1,8.026372628278505,0,2,35,20,6924.820389370311,0
18,80927.58015100722,1,9.63565452975051,0,1,65,18,0.0,0
8,41358.11604946164,1,5.021845561803432,0,2,43,33,12198.607194604912,0
3,62930.68874032679,1,8.78226652298096,0,1,22,28,16707.3176521806,0
9,46593.12305628646,5,8.191287514564674,1,3,63,32,15597.293637938274,0
20,48324.43452041567,2,5.982311761994463,0,1,21,29,15323.566026597016,0
6,38678.4044761337,3,9.607439307401767,0,1,74,26,20809.90346129724,0
10,90345.62093542084,3,3.206821761083444,1,1,44,34,12148.119008541693,0
21,28012.218856743948,2,10.0,0,2,29,27,8690.350780867377,0
10,27793.03242353875,4,9.63283511119744,1,6,50,32,11919.826747685718,0
13,113629.80697535328,2,6.611837492052564,1,3,43,37,0.0,0
17,79335.42693962995,1,6.15402952030644,1,4,24,31,4177.565303501047,0
9,1000.0,4,6.931184226148173,2,1,32,33,7254.147321996774,0
17,33042.237823687894,5,5.496247796499167,2,2,63,34,14593.07665169226,0
9,1000.0,2,6.547452815041754,1,1,47,29,4096.854207741705,0
9,21479.279197542342,3,8.641963174843932,0,2,22,23,7588.226175956188,0
1,1000.0,3,5.583548836346726,0,1,55,28,12757.329608658025,0
2,45890.31266918173,3,8.880467382959914,3,1,49,28,12840.761898984469,0
16,15741.745425160654,1,6.5059825232359865,1,3,18,30,6877.63136630867,0
1,51797.15770389315,3,9.18643869717316,0,1,57,35,7960.497579727229,0
10,1246.3622335242544,1,9.725626826260536,0,1,60,31,6722.942467533206,0
18,52487.3555951612,3,5.0017010019801,2,0,32,30,21813.237403391227,0
8,37552.51165639018,5,2.780210618382825,1,2,47,28,13929.219581396124,0
21,95058.58895565788,2,7.330913812421527,0,0,70,28,6372.070977954476,0
11,92340.70585236874,2,7.512974746023203,0,4,28,32,11433.354603779982,0
23,73560.36809030849,2,4.5536490708201285,0,2,62,23,8430.108586371314,0
2,40201.586580163625,3,10.0,0,4,60,28,4198.8863919019095,0
8,109561.4118578088,4,6.275752058757411,1,2,25,31,16701.542111341965,0
22,3408.941664805381,2,8.279201523204778,0,3,18,23,7550.425860881562,0
8,7893.241113090124,4,5.534385862287569,1,3,31,37,7088.789311832574,0
17,47486.50700332806,5,4.014010911167008,0,2,24,28,7054.25847260749,0
15,117621.14326763358,2,9.335399280114489,0,2,29,30,0.0,0
17,43929.832793897374,3,5.148100328594459,0,3,52,39,9304.848798699368,0
23,44502.64270372154,4,8.571485718220405,0,1,50,31,14281.227113754589,0
13,6742.689316645723,4,5.344928279648212,0,2,50,27,9039.016245717568,0
19,78377.88755811135,1,6.560109712101694,0,2,35,42,11520.129610223716,0
5,78595.28762988062,3,6.681851652297399,0,0,74,35,12466.582123643908,0
12,73672.2560419973,4,6.94775430276209,1,5,65,24,15644.691655166436,0
1,31123.37981457913,5,5.715000390583134,0,3,44,33,8454.039321136159,0
23,28798.796948809828,3,8.439516325272724,1,1,50,27,8743.216931523963,0
5,11206.332487850888,2,8.88538566729352,0,1,44,35,8292.22832844999,0
8,52516.17505282801,4,9.442783987456428,1,0,44,30,11003.10043155527,0
13,17587.780121644948,3,6.106896092596367,0,2,53,26,5196.199061626824,0
8,14677.50484252134,2,4.762248330267166,1,1,39,28,14492.43333978508,0
23,37289.27849267972,5,7.427620295270307,0,2,31,33,8929.831517937362,0
11,35325.314744473515,6,7.74107967703796,2,0,44,28,17106.29451896063,0
1,33860.64413534135,3,7.752624613899926,0,1,33,35,12692.56479246885,0
13,63993.33790520784,2,10.0,0,3,36,27,7757.4155127267,0
19,52371.43406450838,4,7.221551438217364,0,2,18,21,9930.678564112506,0
3,41355.31908466647,4,10.0,0,3,46,34,12859.547189542884,0
17,55490.387849344464,3,8.759121826094496,1,0,44,18,18772.787361472227,0
5,20254.18876686104,4,8.820847482265547,0,2,43,28,4649.696456238479,0
20,53158.358717290335,1,7.175090765942555,0,0,35,42,16610.447508024514,0
21,54518.07478533901,5,6.376942650187244,0,0,45,42,13968.779643463931,0
8,4908.594219275583,2,5.779301697620316,0,4,44,34,13126.717524744785,1
14,79870.81263111086,1,7.366236725374679,0,0,31,26,12980.444148131191,0
4,23556.98884319013,3,8.752037235830446,1,3,57,28,5729.869710220351,0
11,52709.29397619305,3,6.60626970208839,0,2,18,27,14848.932873276137,0
20,84932.35221605812,1,6.258739894757914,0,3,54,25,15386.20038077253,0
15,77770.30273141609,4,4.937815979945851,0,1,45,38,18081.37023203373,0
19,51030.00165706506,5,8.024071871386205,0,5,50,33,10925.715924885491,0
7,39125.02991353795,3,4.863175745509063,2,1,35,31,11581.359475815225,0
19,78425.35725726702,1,7.795938494090499,1,3,32,27,13935.725139636112,0
19,70240.8493342586,3,7.566507566194707,0,2,33,36,10553.374173897755,0
11,31449.0493986761,4,6.722179528887563,0,4,52,38,7887.429186802539,0
5,26153.19058994929,3,9.41054845026079,0,2,43,33,13702.951580637971,0
5,1000.0,3,10.0,0,4,27,25,9662.177743594224,0
22,54620.95525050762,4,2.787041303778583,0,2,39,34,13994.178243500495,0
8,47519.06764944804,3,4.025907360410055,1,1,39,30,6098.163707999667,0
10,84085.74123927628,2,8.169338220513566,0,2,56,19,7342.984810086283,0
6,60771.652804411,2,10.0,0,2,18,34,15358.357657314711,0
15,90026.87582518072,4,4.276629612671581,0,1,40,26,16861.907447755177,0
16,29079.07316251488,2,7.842991500640851,1,0,46,29,15940.542770941174,0
17,84144.50992902854,5,3.509029356565464,2,4,21,24,11800.83708410493,0
8,34132.50862686035,2,3.294067311351548,1,2,23,41,12730.219077786132,0
8,73327.88185376817,4,10.0,0,2,36,33,14068.18071653178,0
9,6237.248224079194,3,7.777621834116974,0,6,19,28,0.0,0
2,57054.05898098565,4,3.924682435334896,0,4,32,30,7399.140858456903,0
15,1000.0,2,6.568209102059509,0,3,30,19,17187.171852260362,0
18,41985.87542174736,2,5.438222492831422,1,1,51,36,13975.308316825647,0
3,63210.61981633741,5,6.1458919770874125,0,5,41,30,1582.789291903313,0
17,34370.94346306713,2,6.373324949339462,0,4,60,25,9869.18909891445,0
4,18486.87113732098,2,7.422296841166091,0,2,46,34,6719.690326467393,0
4,75383.55407887802,4,7.898656987831655,0,3,58,24,11944.299206954263,0
14,46896.116304592295,1,5.627625051830888,1,2,36,24,12045.8779254619,0
9,35312.880589079854,3,5.525775833317811,1,4,64,30,3698.0786111219977,0
9,51256.8776346283,2,7.808705824330376,0,0,20,32,20928.393069555957,0
23,120476.40845107357,4,5.6983879651707365,1,0,18,30,5058.3047088969615,0
18,84605.08549344631,2,5.683223000322557,0,1,34,28,12744.479518298,0
10,84877.2100456352,2,7.211267410929659,1,1,64,29,12870.280553546756,0
21,63066.38956977092,4,7.061123328680784,0,2,53,27,15258.158274806625,0
4,54994.558177314415,2,6.111582906139285,1,1,30,23,11179.113811158208,0
12,1000.0,4,9.104614820413286,1,1,19,30,11509.742603772687,0
