age,income,employment_length,debt_to_income,credit_history_length,number_of_debts,number_of_delinquent_debts,homeowner,default_flag
51,73067.3676759177,1.3142389457940429,0.1718874770931548,13.876699261540535,3,0,1,0
41,72128.49456782326,4.269394937074822,0.2444601941364407,3.117824581040595,2,0,1,0
39,77441.80391067568,13.377500105653183,0.1357678600388039,11.44085648236981,1,1,0,0
49,84259.67857098741,7.151347563572393,0.2684360649607247,16.14616977841418,3,0,1,0
25,64922.35412753168,0.0,0.3100960948362629,7.085215393394966,3,1,1,0
29,60523.70298371597,4.923063451187434,0.1546243882388491,14.044013798511592,1,1,1,0
21,40770.25037577089,1.383011921940363,0.3056766654585914,6.108939683710849,1,1,0,1
50,85443.97108500195,11.735932950625466,0.3281340024194309,4.453318338894116,0,0,1,0
18,37097.07491711372,6.972769340826337,0.6706901416742054,6.1139388043989165,5,2,0,1
47,93255.5457835894,7.305414315125384,0.2367128319053363,7.41540256821512,1,0,1,0
35,72457.22969922991,3.6210936247362246,0.2160122067662745,3.0520219631789267,3,0,1,0
39,88336.68164277606,7.136983761915888,0.1725234707661805,0.9112170127349,0,0,0,0
48,86125.60951456406,4.207383695103999,0.2608137553771358,10.158190387895864,1,0,1,0
32,61606.39145250424,8.42719342609955,0.1887462935805406,8.312483511934468,3,0,1,0
56,54490.35369641955,2.733968019786686,0.3123302531113857,13.077390022779912,3,0,0,0
30,32783.3580848661,5.311725519688249,0.4609617437847452,0.0,8,0,0,1
52,65993.43954675853,7.802417288842195,0.3890382902867471,17.466697094781708,1,0,1,0
57,56289.029308142926,10.935571985354915,0.2655485324714104,8.160595917086903,1,0,1,0
41,47402.2752485457,7.072482354819046,0.2628246067654256,6.269051195895608,1,0,1,0
38,80541.40601288278,1.2541394792824183,0.3897885837684182,0.2519480422814233,2,0,0,0
22,78505.63785433663,0.2818473906315759,0.3336555171752234,16.450479063416918,1,0,1,0
37,64706.343369692746,11.731974367611016,0.3479304444418459,11.27386674485946,1,1,0,0
25,16127.04147482253,8.777875563792785,0.2160751499797152,6.006164312849787,4,0,0,0
33,36739.94284433112,2.427463659529653,0.2460027501103602,8.968779525129008,3,0,0,0
38,38036.272324437,0.0,0.2048163691137194,10.607414050358187,1,0,1,0
44,53637.14734677146,3.245773327704652,0.12538275933282,8.81552573686004,3,0,0,0
39,32309.639611500068,6.3728936431358445,0.159971151867091,3.6180719415559928,1,2,1,0
27,44590.02519725599,7.531700473353446,0.0,0.0,7,2,0,1
32,71297.28264311918,0.0,0.3090568146782873,15.399557852394942,1,0,0,0
46,36404.46501250983,0.0,0.1694180536673702,4.046382720680878,0,0,1,0
32,57728.15676596071,5.072774895400159,0.1448526088720514,3.7697311241478895,2,0,1,0
45,55058.41126384561,9.192920939653025,0.2964576494669987,6.258008630265096,2,0,0,0
50,76641.84036747892,9.557041755946656,0.2063515557726899,2.825685958176467,1,0,0,0
39,71042.49169459686,0.0,0.1313917710555678,8.777199005984949,2,0,0,0
35,72368.1443148827,1.3036484225734952,0.056136298376425,10.02832792207755,3,0,1,0
54,29098.871851871296,4.1494044638412335,0.1630582828713635,15.575839470130257,1,0,1,0
38,56180.877809129976,3.828649866162983,0.7178889050126276,0.1661908389248498,3,2,0,1
26,36116.82687817367,6.040231659106956,0.0034451005559877,5.292466598987836,2,0,1,0
27,55792.55159142794,0.0,0.5420250968351922,1.1549058587499357,3,2,1,1
29,18136.439552176817,6.967459706500584,0.069773376203101,13.85349825920805,2,1,0,0
40,57326.48170690377,4.505485589878477,0.1432966659491368,9.248541607396566,2,1,0,0
27,40627.77711839551,1.4799530569333714,0.7375333452268391,1.937276361947424,3,2,0,1
45,82241.21360066315,4.947538368639832,0.2229391940749971,15.933437386139834,3,0,0,0
41,88136.1505746593,0.0891244427839641,0.1663590130706143,13.747397617506127,2,0,1,0
44,43739.542956623554,12.104910462084554,0.2540136321844865,9.918700388248617,3,0,1,0
34,27935.66306771808,6.537419032253292,0.2962217701399484,7.402328018177209,1,0,1,0
23,53941.496211487545,11.20774051046022,0.4517755293811011,3.266465857563317,1,3,0,1
38,59042.82144694485,3.7978261866514655,0.1522071731222787,14.811897034548778,0,2,1,0
36,13952.030892410832,1.967727818146495,0.5024932053144489,5.43846752123183,4,4,0,1
32,60659.39561272498,3.233989952773653,0.3793373810876028,1.2628722295190633,4,4,0,1
48,34834.07229498189,6.968004712797289,0.0213042335572928,12.025226741371988,0,1,1,0
39,46723.33794348619,5.375537171817575,0.0,8.687035499652358,3,0,0,0
32,46083.40107215449,10.37020978280829,0.2453421245505251,9.45462309650547,3,0,1,0
51,86321.98903700963,8.96392038862149,0.2353216772804165,12.16057082662537,2,0,1,0
47,54021.252059603394,7.663028734031037,0.1385874031773421,9.427194304934254,3,3,1,0
44,79545.26740606244,6.665301564301871,0.1926745886247658,5.557868504626003,2,0,0,0
35,76739.82309267347,6.344178670720894,0.446377569832993,5.5178980852668165,2,0,1,0
39,36975.46684985711,2.519939760644732,0.1539444426845385,10.31276231076268,4,0,0,0
28,44007.98085807141,2.854922606724962,0.8348101545458546,0.529549310941229,6,2,1,1
18,38264.72795779638,3.442725828535378,0.2863655530373733,4.487710769625572,2,0,0,1
24,43276.10298591659,6.62408781306827,0.2262058182557434,3.444365251342905,1,0,1,0
44,62115.40767048246,4.778985008400307,0.2706586445292261,16.299779907445618,3,0,1,0
39,52599.55068325511,8.661545103442673,0.2226375202840067,9.676133339694635,0,0,1,0
35,46580.533421489454,3.319943049398911,0.5047559628955071,9.289868421800904,2,0,1,1
41,69015.40834372531,0.0,0.2686838133265138,14.244236409187812,0,0,1,0
32,46442.16904092822,0.6471313327761745,0.5053083169159294,3.2523665183673183,3,1,0,1
55,31913.67166607661,5.520003723323434,0.2101728444542234,9.952707610385414,2,0,0,0
20,23993.418277171542,5.880655274548696,0.4911181005148488,9.28316828154737,4,2,1,1
40,82366.76273586256,14.774464657609194,0.2746909987256323,1.5399172096568223,2,0,1,0
42,86595.88730410152,3.111765814225972,0.1092621114833504,14.610189507021856,2,0,1,0
47,51910.75424151793,6.521671939572859,0.0824680951094925,11.858719546919987,1,0,1,0
41,57233.29435967244,11.279802760706868,0.1851259285200862,21.016228809624465,2,1,1,0
19,78727.60269233244,7.34149873070045,0.220540077260191,9.696493412597226,2,1,1,0
36,69676.82250052923,10.410198986098246,0.2423096243993424,13.822594542580276,1,0,1,0
37,54983.32656377538,5.508385135287936,0.1672724846060803,6.9260245680580805,1,0,0,0
45,77380.6255106168,5.043128883040311,0.176928910585823,4.027172482801466,1,0,1,0
42,65648.995281112,0.0,0.2135541313652442,16.941386513727483,0,0,1,0
37,70424.59981289082,10.037090173259877,0.1517897482031076,17.172666883805086,3,0,0,0
52,38849.70659413137,10.0883755032598,0.1106931443495029,8.33265674480925,1,0,1,0
33,71736.0370147131,14.729355291878193,0.1433536350817877,0.0,1,0,1,0
40,87194.36426001792,11.153327049438364,0.1005086324038267,4.7914833225797295,0,1,1,0
47,63326.77731901312,12.5873107679686,0.2577951782344051,4.416601924740543,3,0,0,0
38,80146.08714946525,13.079282594964887,0.142415978780199,8.854234320496229,2,2,1,0
53,61927.54246228072,14.959978490563348,0.2790420169763022,9.715991117210296,1,0,0,0
27,42362.184353986704,7.316636499660236,0.1625648885818742,4.726250506837941,4,1,1,1
38,48213.2687082964,1.7586262198513678,0.2401408625984562,12.296612995261054,0,0,1,0
46,85565.61894918972,10.368658303843286,0.3834000418280407,16.158813547096074,2,1,0,0
47,98761.8979878628,10.77998525785722,0.2690543130908829,13.45627518882647,1,0,1,0
59,68227.20555139416,17.314477765569237,0.2312419820099923,3.802547011862046,1,1,0,0
42,53155.09739706416,10.416603393129447,0.1900287282604196,9.412525334807972,2,0,1,0
55,50876.63305039882,5.712845812458026,0.1274925062993498,7.543926875871265,4,0,1,0
43,39830.37145427367,11.635568816693716,0.1531392378830989,7.433295616309314,3,0,1,0
47,56688.42054864811,9.406052649779388,0.1652395217852235,9.329626945763604,4,0,1,0
40,59788.652664027046,3.114972256459763,0.5618625530737423,2.3947546514763136,5,2,0,1
43,57827.66690123316,3.053108646301399,0.184498657107543,5.932212729028739,1,1,0,0
32,60315.695467213,5.871150636123198,0.2804314341420253,12.934375051801508,0,0,1,0
23,31070.03592918625,3.507547566135776,0.2776002859934726,7.9977728692844625,3,0,1,0
25,23949.31729470963,0.0,0.5631680560231621,3.2749422605284364,7,2,0,1
44,30923.2667595726,5.970031944532653,0.6306752302049954,5.933641868832494,3,2,1,1
48,58715.924100945726,5.233661706566197,0.0875268941972446,9.940609408420654,2,1,0,0
43,58121.928625739056,12.298475256488828,0.3213597562302249,11.328535493012286,1,1,1,0
39,30774.463304696124,0.5825067989245158,0.37841511640309,6.51093728318835,3,3,0,1
45,41748.23603644747,8.578103952107167,0.0701849824362563,7.166457589571273,3,0,1,0
18,44065.61572948031,3.6289768480139584,0.25081154698858,2.4718705562445,4,1,1,1
42,36425.88555142467,0.0,0.7842300960198811,5.548735861474632,4,3,1,1
41,50724.31257243784,8.173307160285926,0.375457259756306,13.373379649400691,2,0,1,0
33,20908.13991033449,7.349930133724345,0.1605250379664693,2.5778771913552454,3,0,1,0
48,65118.88754156693,7.5919903782647005,0.2405873925702584,11.226017000223472,2,0,1,0
19,35301.50707859344,1.8996926836792063,0.5258631455395548,3.8989452520983336,4,2,0,1
38,48514.8455790064,4.802735487327797,0.497209031821162,0.0,5,2,0,1
40,90787.13045201388,12.676749096373662,0.1671347312047332,10.909405026195264,1,0,1,0
34,49574.90386287741,7.642429953635089,0.3185743514029985,16.475566529233877,1,0,1,0
35,85416.91242151096,9.353782617749216,0.0669012078430903,6.9780342687526,1,1,0,0
57,58794.38501944037,7.135367084992966,0.2335208242032545,17.88361100551998,1,0,1,0
22,63840.08473937353,0.0,0.1813974336793785,4.341746816055792,3,0,1,0
43,48195.70775599021,12.160551086105636,0.2652102618567198,5.72760952165227,5,1,0,0
49,57640.37810785244,17.269170787511104,0.2283305179380486,8.958145533238062,0,0,1,0
43,98496.7672415973,7.014815698615862,0.2054085412771514,11.124012446478122,1,0,1,0
40,51888.25286504642,8.3370404253041,0.1940345989695502,9.470085280429618,2,0,1,0
40,46429.95734377511,4.648795081647949,0.6976304065838288,4.540314054604034,3,2,0,1
26,30194.15647198976,1.0514977692716994,0.2222139559216779,2.2745769356283403,1,1,0,1
26,72184.77661779505,12.244027288657248,0.0703561624415005,19.7845208774293,5,0,1,0
57,56874.47326589914,3.75430176743504,0.0801839049253112,10.168724952401064,2,0,1,0
44,61067.13729890011,6.129977527144791,0.4263135284364337,8.03307130009806,7,2,0,1
44,19965.87996548933,7.060785899681045,0.2206186703684505,5.916092608697233,1,0,0,0
31,40791.06092032237,1.5327473863506489,0.2049249935919674,9.393204959919178,1,0,1,0
48,27864.408783213024,0.0,0.3515030410256806,8.470868278473446,5,4,1,1
46,44662.609497641766,6.323214647270034,0.3326826734770284,16.199596989259526,3,0,1,0
46,38639.05723267519,4.48101640006978,0.1473924092483331,18.314466551080912,4,0,1,0
52,10000.0,6.3573138895572985,0.1977588757096237,7.410371009146099,0,0,0,0
21,76992.89565413304,12.219946260595982,0.1204155040476532,0.7271141271681429,1,0,1,0
22,50210.660093160186,15.15312198499197,0.2396533079279509,5.88989147927211,3,1,1,0
44,66398.55723689546,10.661860056483617,0.2141601012580132,14.820537285801183,3,0,0,0
33,52750.01994235863,10.922443943237308,0.3171682197222811,7.498235535876452,3,0,1,0
50,26692.307235180007,11.470483734058783,0.2743824460633133,13.63310411170562,2,1,1,0
34,33781.759858556805,12.372938229049035,0.1085093395059437,3.505888106331292,1,0,0,0
62,95662.29039985011,10.517061060999565,0.3587009279876079,7.237082459387238,4,0,0,0
23,61412.676686926025,5.653127141384003,0.2049504171557419,1.8514071300986084,3,0,0,1
20,46718.54777853608,0.0,0.5464687456010265,0.1070388820369538,4,4,1,1
20,33396.0768628544,0.6589654767719368,0.5648156080293852,5.19140761013184,3,3,0,1
38,63606.10102675006,4.3602506626284345,0.211161085724466,2.7633144377750094,1,0,0,0
56,77746.17924919493,0.0,0.0253906335432752,6.265582472343851,4,1,1,0
41,56383.85109825547,6.913069002917474,0.2412886643381348,1.6788397169321847,3,0,0,0
46,46863.29062611139,3.9803081163641822,0.0605011101419348,21.190689060909246,0,0,1,0
31,25246.27603509313,15.767974052249135,0.2868723256173968,10.34213156193061,2,1,1,0
39,24301.12061616285,5.351979755988536,0.3001857194053802,13.503290772963162,1,0,1,0
38,44514.60155191891,1.727994701362494,0.2275330561131811,7.972109075214421,2,0,1,0
43,49692.12403769158,3.2660796812690185,0.3093099882825423,14.12014142215413,2,0,0,0
46,91737.99314066184,0.4659917758235465,0.1805561872764355,6.351580254093227,1,0,1,0
40,62101.5194241659,8.933074130367846,0.1228313541717104,12.284602320878562,0,0,1,0
32,65664.49917221437,0.0,0.0644366514987117,15.072483851614445,0,0,1,0
34,72922.59352048344,0.7844235541109441,0.0390497876108271,17.244301881572444,1,1,0,0
50,98149.81345106536,9.918275119333943,0.2602052523210125,10.131051457593257,2,0,0,0
48,52014.86708108076,5.375490185655007,0.2650818996742949,11.908619950477345,2,0,1,0
51,53868.13850643236,9.286280235146682,0.3271555913470856,14.971021330521308,3,0,0,0
53,30439.954893916318,0.2738544250066441,0.2445328162175577,16.10360761222055,1,1,1,0
46,70713.08102704948,1.6427315028609115,0.3746105320117324,9.905798496637638,5,0,1,0
53,53596.609835585485,8.853920738001039,0.0666804431208402,14.84548423013377,1,0,1,0
53,63393.70181715502,7.919630569189627,0.0221721898744932,4.422496063103169,3,0,1,0
36,51319.332913528,15.848428404888786,0.1160648041707367,7.966207677832913,2,0,1,0
37,57334.42569541689,10.462617231031782,0.0952467218963,8.196903163044418,1,0,1,0
43,58914.90794271704,14.395878886740956,0.2892823116556959,6.244851982943474,0,0,1,0
42,83251.47336375681,18.98175153686046,0.34602877611748,16.98453766032843,1,1,1,0
51,69192.74636149632,17.9897410225645,0.2293050188818442,15.000230715658436,2,0,0,0
28,58595.52758850749,0.4880550915524138,0.2232013088408028,7.207351386494327,0,0,0,0
50,80659.48469828062,3.7943931621980393,0.3356578868592278,0.0,4,0,1,0
39,32512.122003255325,0.0,0.2182629575860977,3.143648366841408,4,2,1,1
43,78772.22157250986,13.863019793715033,0.1878781949278821,13.727302221999787,1,0,0,0
36,25536.49888968365,2.203993981542036,0.3433115613054759,3.5454037911740417,5,0,0,1
50,40668.89608577832,3.360141377128998,0.5552588479310733,0.4347924293292506,8,3,0,1
18,83782.59562906933,1.2939509406647636,0.1829155996203219,13.202909279676591,2,0,0,0
26,40510.94904779408,3.0200144651930483,0.1315942359418608,8.497597942712309,1,0,1,0
41,49808.66994260337,8.811999532597946,0.1825832334719013,8.095594803667863,0,0,1,0
26,72738.1615800597,8.18546170968228,0.1999764515085217,5.466839179523103,2,0,1,0
43,77647.9417957996,0.7655851661964839,0.0642175993366706,3.7321840390486223,4,0,0,0
32,67473.06811242296,13.05185425095166,0.0595103302457857,6.482666037697926,1,0,1,0
28,37000.277098404935,0.754841196444874,0.2981751311694165,1.8643110473463451,4,0,1,1
61,60864.08097371008,8.097470116384281,0.1597581792297979,10.741123290146502,1,0,1,0
43,46868.46073306157,7.645830462373724,0.1957459711574218,0.0,3,0,0,0
35,29885.043988716672,6.192678354182691,0.3778077876751641,10.582483478463455,5,0,0,0
48,26360.624320291783,1.690612783207574,0.168393702836255,7.908174880052474,1,0,0,0
34,90326.94931598396,18.98175153686046,0.1556280797069955,10.850825338852898,4,0,1,0
51,31064.857873430698,12.782482379207682,0.167020881875453,14.525448046853754,2,0,1,0
27,56570.8306893329,6.983113796308242,0.6972794007511133,1.8148356877228136,5,0,1,1
40,71674.228396479,15.838251798937517,0.2441085615000748,18.83772326355963,3,0,1,0
38,65040.67959869754,9.97902470365104,0.0824866923914029,3.242517940363592,2,0,0,0
62,33432.96416974265,10.419900809830953,0.1758796296524336,6.783451000294349,4,0,1,0
25,42548.10947187694,12.762573792979488,0.1122657471302056,7.267874762294612,3,1,1,0
43,46195.767787917306,0.0,0.6294495465961927,3.0535573761640995,4,2,1,1
44,97676.22062369603,8.982559630006074,0.1810338474875805,9.975701936080414,0,0,1,0
30,57791.97672196823,4.502086517513416,0.1891656407607042,18.327594860356843,0,0,1,0
31,48310.13134411203,10.15927746730808,0.1938241076303645,17.35834706511623,1,0,0,0
50,104287.7972342216,0.0,0.2532237736851517,20.314164594624025,1,0,1,0
30,44987.46356046489,8.050335042612902,0.1093503880923534,6.507052292305691,1,1,1,0
25,41376.6947844608,13.783809912321558,0.132444795937516,5.94743738433909,3,0,1,0
40,47101.43079355404,4.371661985584897,0.18837866228444,1.590852165101932,1,0,0,0
38,77213.7084273726,6.912353080832255,0.2924214692914665,8.176467074889427,1,0,1,0
46,77953.11543299488,5.500187513956822,0.2611521669239849,12.138218386381473,3,0,1,0
27,28719.648950747585,0.0,0.231763265204429,3.032588368700321,5,2,1,1
38,31414.662406577096,11.124602320511784,0.3429961186789678,7.70615257737109,1,0,1,0
32,24631.691487238557,0.1978326609748446,0.2781511725622424,4.482005204070479,1,0,1,0
50,74337.59069638903,11.166506181278242,0.3387710635805243,14.699597637317783,6,0,0,0
41,54318.26863382391,0.0,0.8348101545458546,7.445142521216779,5,1,0,1
55,91788.82567123396,9.63335460771084,0.1731592375925038,14.796654781129,1,1,1,0
52,76879.02801037862,2.0246471824247187,0.2717695170186636,9.607902359546634,3,0,1,0
26,72282.11610579368,13.129097666509484,0.3595036264375587,8.768341975415574,3,1,0,0
32,26551.90948375295,7.2631188740109085,0.0,17.939577162695457,4,0,1,0
56,78567.77358272343,14.315140349084515,0.322745903115485,8.089171849623867,5,0,1,0
40,51065.46268554343,8.324119493777202,0.2136540951590717,12.8812065044762,2,0,0,0
25,14884.17337810505,15.277491460394716,0.301136825719018,14.766551548830058,4,0,1,0
46,81729.60245780763,7.386142871565947,0.1543528484049489,20.34389716487186,0,1,1,0
35,31920.29071622825,5.403451056981519,0.3162183843263541,2.916421089498295,6,1,0,1
36,54236.87938977765,11.700391828526431,0.2036152527925827,0.0,2,0,1,0
44,98717.22051361208,12.756924917503852,0.0237293009958395,5.671306358015285,2,0,0,0
18,67240.14988375454,8.90423868988401,0.4762748713166714,1.878022978050144,6,4,0,1
47,40044.8443468129,7.137378133366268,0.2726210154761981,10.946418707877193,1,0,1,0
33,42885.14840096986,5.6497740742256575,0.1008654252307461,8.719146623642153,3,0,0,0
29,44064.37534661649,13.597830584905465,0.261931730959959,17.39558101493453,3,0,1,0
33,54426.42194320886,12.096734531912729,0.199341741859687,8.664121532152176,0,0,0,0
37,95412.83744925346,12.03709591191214,0.1914444316823889,8.811055329443452,2,2,0,0
28,66725.25902371791,17.853391957332455,0.2625326263295505,6.966525423913471,2,0,1,0
37,33691.234682254755,11.1246974515794,0.1416046230329629,11.537015466709429,1,0,1,0
38,26358.65432604429,14.871558103271196,0.2574956682833252,11.361158737039634,4,1,1,0
20,44524.38842218684,5.7803675278255415,0.2493534311311502,12.246675263439672,0,0,1,0
26,70749.24173450403,4.950893916363507,0.275000139627153,8.150672086073062,1,0,0,0
28,47776.22995499428,10.547474308277645,0.075851691405949,15.083629280022132,0,0,0,0
28,46415.26884029381,3.11471059309454,0.4162183812997255,0.0,1,1,0,1
32,48013.94422752549,2.852177038864136,0.1261354975242053,13.556529820937,2,0,1,0
28,52364.57606651914,14.72592327673149,0.2382882122595565,19.31209560954634,3,0,1,0
36,29762.845533138563,0.3070176607200494,0.612483215771735,0.0,2,3,0,1
49,46166.094015373725,3.6463370338260974,0.3097014126492698,0.9355864360508596,6,1,0,1
23,53521.822935681565,3.0427885780192163,0.245177538587469,15.359201289851852,1,0,1,0
46,59899.18259552943,14.286174803371388,0.1623695576485971,11.706541986969336,1,0,0,0
62,68021.16615387265,2.389834146885417,0.0,12.6570500119774,4,0,1,0
40,74713.61527519466,10.55296335402195,0.3476693430745984,8.032252421263099,1,0,0,0
41,82021.71817332107,0.0,0.4764781775826249,0.0,6,2,1,1
56,46300.07699747215,15.601389944414166,0.2027110953138912,12.571820997733774,2,0,1,0
36,38527.00803093061,0.1029570803233017,0.8256070652354014,3.213978579829682,5,2,0,1
58,63899.35411981517,7.7919625231480305,0.1627289695380251,6.638852630195135,1,0,0,0
40,59151.02941976488,13.69319474843567,0.2664105499509909,8.23279613455383,2,1,0,0
33,30673.02850759226,3.7652188272991314,0.3028369815217243,1.8405316158495808,3,3,0,1
46,59955.23767051638,18.98175153686046,0.1491385105911342,9.271157772449811,3,0,0,0
31,40498.0228842612,6.168135763667679,0.2211784327045536,6.717408366431939,3,0,1,0
52,65377.01572801984,8.343750283817862,0.3329255629580081,21.190689060909246,5,0,1,0
24,44308.66014794954,8.973037992305121,0.2253403665216267,10.286648739688909,0,0,1,0
60,58966.041212495365,6.38368870306255,0.2539050328762064,11.422092056992437,3,0,0,0
33,99375.14618867918,0.0,0.2640153442357141,6.923264246834641,1,0,1,0
30,40176.11564750891,10.532051706895686,0.2659538525591422,13.5886103459511,2,0,1,0
40,88721.78692364032,11.519036911257874,0.2256167216861312,10.453441330204075,0,0,1,0
48,74277.54888180275,8.741014843139489,0.325353405777955,8.846483651584725,2,0,1,0
49,48854.37380770893,6.065795210067472,0.186796798958528,6.631239833804714,1,0,1,0
32,77778.80011186075,18.632209137631925,0.2195228132940331,13.55691808522755,0,0,0,0
27,64633.453683901214,11.19461511187276,0.1290649961698336,7.130166344377997,1,0,1,0
34,51723.79762756206,16.879234473955975,0.0978016464985674,14.6239410457666,1,0,1,0
40,75573.65491451579,9.590711573481864,0.0921774774402944,2.126363208136981,1,0,0,0
31,70870.48665100055,7.100222254098126,0.0319102714355772,1.2585081960918298,2,0,1,0
22,26580.608474984478,0.9992813946165562,0.5927949822312164,0.0,3,3,1,1
43,72643.03259381546,5.210538700481719,0.40923902890033,5.371083820667739,2,0,1,0
40,69144.49623898687,0.0,0.2037267609589349,5.399721831290144,1,1,0,0
46,84729.79024368353,8.271678297326963,0.058616870828965,16.256824492594745,2,0,1,0
49,74543.42519067899,6.026601456697483,0.4082809990208515,12.699709151773312,5,0,1,0
53,45316.76267757972,7.73383166218284,0.2777640437975942,11.489830692446596,0,0,1,0
28,30999.672876649343,6.077087781398936,0.2964631255192037,7.98866732906167,3,1,1,0
53,59169.64061463857,8.758365929007018,0.3564830405035065,0.0,0,0,1,0
35,36147.185442529815,3.1984960694141717,0.2925997007410951,3.831482707260135,7,1,1,1
37,39377.878934114735,16.231416917919887,0.2157469242334536,9.759085365108048,0,0,1,0
32,24186.980140865737,18.98175153686046,0.1565175378925423,15.479453906041172,0,0,1,0
28,66732.02855124333,0.0478487074035136,0.2033137462190111,16.157821830084487,3,0,1,0
43,59338.63997276464,13.521315336303338,0.2692651316950338,9.205820098137352,3,0,0,0
18,70481.68067404191,0.0,0.6630189480919632,2.459536642394955,4,4,0,1
36,62678.83765904026,0.0,0.2517028563190872,4.884340126089869,0,0,0,0
38,43204.84121176428,6.77457320586255,0.6759583734307041,3.311034895585868,8,2,1,1
32,49905.690763296974,9.08979087818702,0.2797016704833873,9.54335548650544,5,0,1,0
29,10000.0,0.0,0.3887404445376285,0.0,3,3,1,1
49,71487.72702267751,8.306263551701935,0.2584230206873731,4.333146262001879,1,0,1,0
39,63110.23207527122,0.0,0.2141134890745299,9.881177060486214,1,0,0,0
43,74920.47905965633,8.699126356630266,0.2045466526233193,10.472030034758513,1,0,0,0
56,53422.210066583815,9.488344576563971,0.1774800570816794,6.258111530312696,1,0,1,0
33,42504.47551491264,5.958316596771581,0.124241132597162,17.242606805207952,1,0,1,0
39,82980.293921048,11.636396879685798,0.2775414363493875,12.86349321048445,1,2,0,0
40,70410.2499325656,7.314497388048889,0.1340275329265561,9.353529549255589,3,0,1,0
23,62631.03280354991,7.940814268798379,0.1499891891971274,8.521676066572685,5,0,1,0
37,34451.267923093146,0.2754531520344221,0.2293136106223889,7.4108479716659295,2,0,0,0
18,30124.422104307985,6.198061034387654,0.3755639569522733,0.3061246293802635,3,2,1,1
38,13491.596917206392,10.0015304657741,0.2498777051752672,10.012036089691463,1,0,1,0
46,56245.45952840232,9.99773420507853,0.155370488848568,6.343877154744189,1,0,1,0
29,58123.08767553267,7.316906542612138,0.12287602007506,9.736046528917212,4,0,1,0
31,61444.982684724055,12.37377338354803,0.2661432849383252,11.804944125207042,1,0,1,0
21,29850.02166796499,8.228695645013318,0.2847205252366434,12.25993820596558,1,0,1,0
42,58583.2630416782,1.2108839646727896,0.0804647441300365,5.728928161410597,2,0,0,0
39,49347.86486653007,12.146719626131407,0.1174067645408726,9.87986836891046,2,0,1,0
34,13429.089860893291,3.7494593094220776,0.4983438383572294,0.0,3,2,0,1
54,71507.13449040252,0.0,0.2532123991349958,6.052336696704484,3,0,0,0
25,26675.776842212174,0.0,0.724413861529692,7.065719516253741,3,3,0,1
44,46974.250700336364,13.53749620059078,0.2255357031316837,6.791662268765486,2,0,1,0
56,65675.7605567616,8.16213302093502,0.2221642092972884,11.242060317772408,2,0,0,0
21,23412.80477207017,3.712942236883405,0.4582490156392849,0.0,2,2,0,1
39,45596.92045956867,6.506673047101509,0.4427067395554913,4.539695325372777,4,0,0,0
45,101024.93886538928,1.1487170539605709,0.2244006063142799,5.042182199766422,1,1,1,0
32,10203.549322914268,0.394341315901868,0.2117993120481067,2.6014086899704707,7,2,0,1
42,42544.30092944715,14.093040871672482,0.3533759768355328,5.156372225068151,1,0,1,0
18,52237.29438781158,0.0757212124199715,0.5946757741344822,0.0,2,1,0,1
37,58232.53424947208,4.56559882605936,0.1649871828482438,9.02280405469238,2,0,1,0
33,80549.58686705383,15.268170754374738,0.2622140973700639,2.402841483585516,0,0,1,0
35,31438.656477891094,3.702295893289432,0.1419495322781991,6.611267508660607,1,0,1,0
21,79339.13290689632,7.16431957918582,0.0925672027138262,7.748667040342609,4,0,1,0
38,20413.40610007196,7.244013071514392,0.2860363099303359,4.743578216026459,1,0,1,0
49,42624.64910854181,12.542225828228862,0.2656120456368646,10.73212863360402,6,1,1,0
41,46547.87260122386,8.087548067291955,0.4027876599387504,1.9712268092510823,3,3,1,1
32,33401.93864402215,4.516106279064245,0.2180663969940196,3.931945885851512,6,1,1,1
46,87489.69962855119,5.336033934597765,0.044888294140087,4.000620936500762,3,0,0,0
36,70175.26662098609,1.9109834733870743,0.2338487802104273,6.126589064747295,1,0,1,0
60,26262.46097253894,7.207816779363833,0.1374887382128959,8.427800609929925,0,0,0,0
49,81949.69942706327,2.147425349355456,0.2538866824169229,15.423089953681211,3,0,0,0
39,42493.19526162624,0.2614725737044314,0.8311973168212097,3.8802401756385847,6,1,1,1
30,51761.53531228094,7.350818370752983,0.281168339475522,4.316244604696645,1,0,1,0
34,25717.169520627736,3.1309635397043527,0.7126383959549147,1.7485063274525667,2,0,1,1
33,72460.22058595497,9.68061451472786,0.2588611846032845,14.393408251881477,1,0,1,0
35,55545.03573695957,10.40535184755386,0.0779112480185988,5.350872136676196,1,0,1,0
50,52599.26774863606,8.286877769034906,0.3064083272725537,8.503738720583097,1,0,1,0
30,32815.97462673354,3.113575839785155,0.0966514532743924,3.756657338336865,3,1,0,0
48,40692.07579734155,11.051221288947598,0.268833393384105,0.0,0,1,0,0
41,98498.81026374112,17.041120045745743,0.139106444886887,3.222963240734508,0,0,0,0
50,60071.65203665567,5.929973824307977,0.3384140124046464,7.735876847859394,2,0,1,0
35,87047.25091852302,12.94263052323721,0.3556656567654577,4.553056212693132,0,1,1,0
30,65643.19591096805,1.006260761630592,0.7030533169078685,5.466646206844027,4,2,1,1
41,84754.7621149845,10.77433620107244,0.1683478985996315,11.30799978310032,0,0,1,0
49,57923.75031194066,13.340805174379922,0.321605172522844,12.602833901055412,0,1,0,0
